time,amount
00:00:00,0.0
01:00:00,0.0
02:00:00,0.0
03:00:00,0.0
04:00:00,0.0
05:00:00,0.0
06:00:00,0.0
07:00:00,418.82162310937275
08:00:00,568.4806971603022
09:00:00,1191.5061533766032
10:00:00,1357.6287418325992
11:00:00,1667.783901260009
12:00:00,1786.9279533969004
13:00:00,2058.172812039144
14:00:00,2378.0623637872372
15:00:00,2375.9436714542153
16:00:00,2013.7576888165095
17:00:00,1123.4884964372018
18:00:00,68.57170986819241
19:00:00,-44.613820215292364
20:00:00,-45.79183376448307
21:00:00,-0.0
22:00:00,-0.0
23:00:00,-0.0
